Time;Long;Lat;Height;H2S;SO2
31/10/2017 17:34:27;-61.6624300;16.0435300;1.8;23.85941;0.644509990816005
31/10/2017 17:34:29;-61.6624300;16.0435300;1.8;18.14844;0.212220411631279
31/10/2017 17:34:31;-61.6624300;16.0435300;1.8;11.57271;0.984360609087162
31/10/2017 17:34:33;-61.6624300;16.0435300;1.8;8.287178;0.218719155644067
31/10/2017 17:34:35;-61.6624300;16.0435300;1.8;5.9904;0.149873430258594
31/10/2017 17:34:37;-61.6624300;16.0435300;1.8;4.339228;0.757731216377579
31/10/2017 17:34:39;-61.6624200;16.0435400;1.8;3.170826;0.124256685026921
31/10/2017 17:34:41;-61.6624200;16.0435400;1.8;1.949909;0.292025531292893
31/10/2017 17:34:43;-61.6624300;16.0435400;1.8;1.403231;0.368087344686501
31/10/2017 17:34:45;-61.6624300;16.0435400;1.8;1.033039;0.268981883884408
31/10/2017 17:34:47;-61.6624300;16.0435400;1.8;0.7401771;0.571540077566169
31/10/2017 17:34:49;-61.6624300;16.0435400;1.8;0.4655342;0.99848225095775
31/10/2017 17:34:51;-61.6624300;16.0435400;1.8;0.3125019;0.96382721432019
31/10/2017 17:34:53;-61.6624300;16.0435400;1.8;0.1448212;0.122144814697094
31/10/2017 17:34:55;-61.6624300;16.0435400;1.8;0.07866478;0.542959338170476
